TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11
a2475004,a0408192,a0630212,a0204080,a3804004,a0cc401b,a0600405,a001c180,a28045a4,a1c1ce88,a0214104,a242009a
a283173f,a0c74607,a1e5148d,a3460f86,a36a8183,a1035402,a02ecc06,a120c313,a1260001,a18b820d,a006c419,a2238309
a1628904,a020c4ab,a0850a80,a182da99,a18bc708,a041438f,a02142ab,a080801f,a0619784,a0010006,a480c20b,a162008d
a0814e05,a5008100,a0028482,a141848e,a0e48b0b,a223830c,a145900f,a0f18998,a2c4d212,a060c716,a2410046,a0620402
a0c84882,a006c532,a2228e01,a2e04689,a0e40084,a1254423,a5eb0902,a0428100,a2a14c83,a1610004,a1804702,a3c1039a
a1e30481,a161c614,a0400506,a354103a,a223418f,a1020781,a0a4499f,a1e20c00,a0208215,a2c24304,a0e04305,a2e00483
a060c29e,a3204405,a260d309,a0854980,a12c0187,a027c903,a0424483,a1c5830d,a4238286,a1e20090,a1cfc00e,a0204017
a0020083,a1e08001,a1a0c5a5,a005048c,a0034796,a1e3020a,a0414682,a000c108,a0c14714,a58c1e86,a103038e,a00cc209
a0c18880,a0b1c712,a48a0083,a4828004,a1418580,a320c480,a200838e,a0602192,a3809693,a0a08185,a3079181,a2d7d291
a4a48806,a025460a,a0044d98,a102541d,a0610327,a0400a07,a6ee468f,a102c094,a0e18309,a0a0d029,a025c7a2,a1438b82
a121c104,a2404905,a082c91c,a001078f,a4030003,a0a34e06,a0800e88,a1c0899e,a0018508,a027cc26,a0015611,a2814801
a3224201,a483018d,a1c0c484,a1041795,a062e903,a2064201,a3e086a0,a0c14f88,a1020d96,a1a2c184,a3250000,a081410d
a0234103,a0c00d09,a7208f90,a281c204,a4e1851d,a0080a09,a2474181,a0e24b81,a0e34084,a164c703,a1625301,a8810706
a8a180bb,a2214701,a5009106,a6044601,a28c8713,a4c58213,a2608b91,a364400d,a1610a02,a125c486,a12b0228,a0e08592
a141500f,a4c00b8a,a0618a01,a0818c96,a1c2c684,a022032d,a0824284,a123cc0e,a0890931,a1000104,a021c001,a12001a2
a5018194,a345800e,a2e0800d,a709c289,a00c0287,a3a08600,a280cf3c,a0c30719,a2a3c287,a101800a,a0e3c521,a002c909
a101c630,a0810712,a5448d82,a1e00312,a0a50381,a0e44680,a168c488,a026028d,a162c50b,a2230503,a0a6c296,a042c480
a7a0588b,a0678d17,a16ec103,a0ab0916,a1018388,a023c21a,a000c149,a3a08d05,a2e60b89,a421d100,a0840081,a0404404
a2a00581,a1e45184,a000022e,a4c08c03,a1a05313,a1200205,a107090d,a0230700,a0814283,a2e88291,a2634381,a0008002
a1e00210,a200c3a6,a0a7830e,a0e1c913,a0214a0e,a0004305,a08005a0,a1030d0c,a189830b,a3438192,a065c585,a1ccc48b
a6e1e68b,a0844503,a2004787,a3e18a8b,a0638221,a40d5681,a2868c86,a0610680,a18c4087,a0c1080d,a2094a08,a3822103
a096c61b,a084439e,a2c88a87,a08a8397,a18481a2,a1664385,a0414403,a885860d,a6e002a2,a0620582,a0224b19,a0415006
a2c20c74,a0021286,a060018d,a488c60e,a6e50401,a1020c9e,a2004eb9,a144c53c,a1014311,a2ee428f,a20acc9a,a002c820
a4270c8c,a0e104c3,a3a9c7a3,a106812d,a4c10403,a088cd22,a060d01e,a020c5d5,a320008d,a129860c,a024c382,a101e901
a3c0c096,a8a44319,a0a2c081,a4694105,a042d50a,a0408809,a0888d05,a5a0c88d,a0a0c214,a1200a24,a584cc82,a025078c
a0615d82,a0e00493,a0038f93,a08f4031,a024008e,a2a183a0,a462031a,a0020708,a48102b0,a1e20b8e,a0014085,a1820d85
a1c04b95,a102c109,a1410645,a2674080,a1aec000,a1430481,a102c486,a160423b,a1008002,a122cc0a,a0e0c285,a1c88391
a1cb0f85,a0628001,a240a403,a161cc91,a145401d,a2201005,a0020504,a1224003,a4454e00,a484090d,a2860284,a24581a3
a4204213,a1201200,a321488a,a1804f93,a24ac1b0,a260db03,a0804c9a,a243c00b,a3c7c181,a2608599,a4c60102,a342050f
a0410b99,a25b8505,a104c08e,a060800b,a1829605,a0038105,a342c517,a0284089,a2e08685,a1e54301,a021cd03,a280c10a
a38085b5,a1610801,a0af4105,a0024708,a4601b01,a1e1088e,a0e0c9bc,a1604690,a160c084,a2048196,a060c185,a0210182
a28c8182,a581cf02,a3a50103,a0058900,a5a08305,a087d709,a6c8c73f,a464c285,a101c580,a142061b,a3a01316,a280420b
a0c7408f,a100011a,a0c20297,a2a6810d,a121408b,a2804897,a006c120,a266c608,a3658500,a000c405,a1e08289,a64bc19e
a082d984,a06d0684,a140c209,a0e00291,a2414802,a0008882,a007db85,a2814514,a245149a,a2454318,a4808385,a0618100
a3628208,a1e01390,a1400106,a021c58f,a001919d,a3e5cf03,a6a18480,a381028d,a2810494,a205d10e,a1c2c08a,a184d94c
a1e14088,a1e54602,a501c488,a0058784,a0e40580,a6050d06,a3294001,a201c089,a3234384,a183038d,a3000d09,a1824a81
a1a00483,a1030087,a0a44e01,a3a9c496,a121c689,a049010f,a0a00080,a3a5069c,a1204591,a0000286,a0c886cb,a2414099
a0050397,a3b99488,a2268003,a200889a,a0a18081,a080010a,a1a34703,a08d0f08,a3204109,a085c686,a440009a,ae01040c
a10382c9,a0638317,a3624204,a0a28782,a4e64f0d,a0a0cb8d,a381448b,a022031d,a260c284,a0074421,a1008095,a3e21512
a1a5c080,a0c14f02,a0e10128,a0464d92,a2698422,a0e2c703,a6a60715,a202c483,a0208fb4,a0618602,a0c00280,a3a25283
a022c388,a1a4018a,a0e10432,a300c222,a020c60f,a565000c,a121430c,a1404185,a20cc600,a0444291,a3834485,a3a4c142
a440c38e,a0421a8c,a0c10514,a4000987,a00082a0,a008d0ad,a1e58098,a504018d,a420c306,a3c00307,a0a21500,a062040b
a0e24a81,a8018898,a1c44395,a0404b8d,a5010485,a0424700,a0608102,a4a24080,a0001a81,a0c2c804,a084c51c,a061c983
a1a94398,a3a6c481,a12d03a2,a0c0420e,a001c382,a522c103,a243808a,a2220c23,a0630a17,a0844205,a1abc111,a382db09
a0820207,a4e54183,a0008b14,a0a3c108,a0e08f8f,a0c1c288,a4e0128e,a0e5d201,a2660fa1,a2c006a9,a0644802,a1821003
a0800385,a1a38802,a0a74085,a422a12e,a2808084,a4e70891,a004c19d,a0a14583,a069c49b,a1e0ca8f,a3e00601,a4e48602
a2454316,a060178e,a0814387,a10b819e,a0c50a00,a0024080,a184438c,a121030e,a4c18b82,a0850c86,a202828b,a2e5e50c
a5c20704,a0e09801,a140458e,a3824923,a0608982,a0a38611,a3ede508,a187808f,a5874183,a0048303,a5408283,a1c54886
a0818aa9,a0c4cf9c,a0e00683,a1c78302,a1804497,a1020b03,a3241287,a160c38a,a5c1c4a8,a0424d91,a7234300,a4000182
a0c387a8,a0618d86,a2610c82,a1404012,a221021d,a445c009,a1264325,a1230681,a12293a8,a0a6a983,a34bc484,a062000c
a0804512,a0e1c086,a0a0d413,a4890002,a0800f04,a6280187,a082858d,a4295000,a0094513,a1230904,a14c819d,a2e0c30b
a2e2c907,a0814614,a3a2010f,a0e3e880,a1c90d80,a0838180,a064c703,a0208645,a666d485,a001c012,a120019f,a2410783
a021c096,a4618808,a265e293,a1628114,a1408382,a3e20a89,a323c900,a0018ed7,a0a38784,a000c7a0,a1044928,a3a7048c
a0c34b90,a108c702,a06bc689,a301cc0e,a265c183,a4a05b82,a1639613,a094119c,a0877081,a0e35680,a6040997,a02e8015
a0a01a80,a0610490,a063d0d8,a188ce32,a201401f,a3608690,a040c033,a0230806,a1068803,a22a1906,a4c30382,a1244110
a8e6c908,a2654010,a2e00489,a10140a3,a026d00a,a0a4c50d,a223c228,a948c080,a2a58019,a06ac680,a0404615,a1008281
a0e08212,a400c781,a3a2088c,a0458983,a2854107,a161c280,a3e8442c,a142828f,a5430002,a001800a,a3e10a01,a083c71a
a14142a6,a1a0d301,a0825204,a2c5030f,a3018e19,a22406a9,a2c1d48c,a0618c90,a0400112,a0824006,a1030186,a260c292
a0871185,a0cdce82,a0200a89,a2c4060f,a0ac840c,a3438080,a0a14583,a4614d03,a1008081,a0a4898b,a120c222,a4014a14
a1054200,a160810b,a0220887,a0204629,a2e39c03,a3a51ba4,a10c600f,a380114e,a1014092,a02e4619,a1b7c197,a1210484
a522c60f,a0264415,a6438215,a220c107,a007c313,a0828905,a5600605,a08c0091,a085c48d,a1a8408a,a1429a0b,a0c10390
a0218008,a0424a29,a0488893,a2c00380,a3670b8d,a0630110,a802408f,a0e0c882,a062002d,a42241a4,a40a0389,a2e1020a
a0874380,a004090f,a2c081b7,a0a88d88,a3068898,a0c20694,a2c00015,a16d8484,a24c9281,a7c34081,a2c24226,a465c583
a5e7c610,a0858380,a1448112,a221c18d,a5c0420a,a040c106,a1680583,a0c0119d,a0064181,a0e78381,a4854806,a076c310
a0608a8c,a4260391,a3c14d06,a5420a85,a05fcc1f,a101c406,a0c14101,a0e14189,a5004204,a0e0c781,a3454484,a3630b86
a041c002,a00b8488,a1e1069f,a2e44c87,a261d4a6,a145c091,a0008101,a044d4a5,a44542a4,a203c459,a1e58097,a0800098
a1880b8e,a167c300,a1201203,a1014582,a0a28b00,a0a1cd89,a061c712,a0a3c280,a360c697,a000c604,a1e20392,a2408182
a5648206,a0098305,a1e9451f,a0c54694,a0078102,a0e00193,a2034402,a2e58089,a080c206,a621000a,a2a49508,a2e0c701
a020c282,a0654105,a140ca00,a021821e,a081830f,a1824e82,a18087d1,a1260783,a0640090,a363c199,a0c14102,a1c34400
aa600306,a4018588,a048c001,a046c711,a0a103a0,a0004886,a2018188,a444499e,a261d60d,a200018b,a082c117,a4430aa4
a1c0cd96,a5400006,a003c080,a2008b28,a0098d84,a1825809,a6610e97,a0c44185,a02d0709,a0070003,a00403a6,a240460b
a1005288,a180cc94,a0af038a,a3010d84,a1c08205,a420c202,a1aa0080,a0080b89,a0625690,a2600012,a5244201,a1c226a1
a345c890,a1219795,a0a1c209,a0051116,a4ca078c,a1a7c001,a1404c8a,a0214d86,a0b00209,a109dab2,a4e0b38a,a0c0cabd
a1270002,afe08815,a1820306,a001c480,a120470d,a0028d8a,a0a0010b,a0449101,a1a00804,a0e5008f,a2010780,a0065902
a0a2c502,a120268e,a00244bb,a0a25382,a261809d,a3650303,a1644387,a0651e11,a3e18103,a0608685,a86a0989,a1804780
a220c400,a0040403,a340c00e,a161801d,a1e34013,a1458382,a1218104,a1888522,a221909a,a0ec0512,a0664106,a0241d8c
a3a6860d,a0021690,a0808288,a0404083,a2411407,a0688011,a206068d,a0a0c987,a3698080,a287c286,a105428b,a1044005
a0885108,a044cb87,a2c4878c,a02ec082,a184c020,a1640297,a0c14080,a1c60188,a1668e07,a0ee0104,a182c80a,a1031196
a381841a,a64a81a6,a164c405,a0ab80a6,a1604081,a201d011,a0825089,a3afc089,a083069d,a002840e,a5614302,a522c198
a3200603,a124c208,a0008085,a4a30813,a040c79f,a124c299,a0030209,a00a0807,a2e1108d,a103d41b,a0ac0013,a4e3870a
a0678717,a1a38f89,a206ce81,adc1c0a1,a4224409,a2424591,a0404007,a0a00109,a2a74484,a1228496,a0614f85,a0828086
a3200a83,a1a18188,a4a10b86,a0a3451b,a122c305,a2a44218,a1e00012,a0804c2c,a2054722,a1c20207,a004088a,a081041d
aaa60204,a060d890,a1220891,a1844608,a2810582,a2830281,a4400284,a0e18d06,a0830c01,a3870283,a1408390,a4810281
a142c102,a0678695,a2400387,a30503a0,a040cd84,a0274f17,a1624695,a0a0c317,a0600399,a200e6b5,a142090b,a1660b17
a1054603,a0c24493,a3264300,a2730283,a0014601,a2028208,a0034815,a0020494,a4809285,a2c25201,a0831311,a1210704
a1429718,a1614193,a080110b,a122838f,a2a34314,a0a5cb1e,a08b4213,a2e5060c,a3864a0c,a1409188,a0a18b82,a1c78283
a1a00c97,a463c30f,a2020d88,a0e6820e,a4060497,a0008285,a2e8c915,a0c08180,a202022a,a181809e,a16c8080,a32d5b09
a1c05511,a36a821a,a389800a,a1c5849a,a1619506,a0a04e01,a0c10490,a144c803,a283d804,a4a8059b,a060402b,a1440389
a3610000,a2e10b0f,a1074784,a30f4802,a641ce8f,a0e00f85,a080c387,a081c885,a1c04505,a0409281,a0a0ce83,a0000801
a2434033,a0214d1b,a4440318,a220c982,a0488086,a7a34781,a0a0e207,a144c480,a04f0916,a4848122,a2008593,a382438f
a2288010,a3a406a9,a2638208,a1c2d215,a106e083,a702c603,a0414897,a0c10c9d,a2a384d6,a2420287,a5800305,a0610484
a3c78b8d,a0a39416,a3e3c083,a4e68385,a0850f1b,a441841a,a441568a,a3221485,a1011815,a4658086,a6c40902,a1e70293
a0881202,a2c11104,a7e04706,a1c58630,a3e5c0a5,a1614904,a0e38914,a2418701,a0644188,a2a0041c,a3218407,a4038894
a2880d0b,a085c183,a0c5c200,a0608d8e,a184440a,a2238b05,a301498d,a0620605,a1a58100,a1420080,a120c48c,a08a9281
a1044b01,a1a151c1,a1208101,a1229516,a1008306,a3824c81,a0005381,a0214713,a140c313,a2a1939b,a1c04006,a0828782
a2c40596,a3a5438a,a2074c0d,a042c081,a32f880d,a043c41a,a1a5cd80,a4204186,a200c78a,a0220984,a0434380,a1420300
a2c02404,a1410a0c,a2a0481b,a3649c17,a6014800,a5478000,a2a40281,a1a24b8e,a1634383,a0e30a39,a106c188,a0208c83
a6e04f0d,a8430303,a000011b,a1828002,a3688c86,a3870210,a2029310,a2c40687,a6404113,a148061b,a0208607,a0014602
a0a04609,a5e44387,a144c10c,a0ea0209,a0604113,a1018b88,a1820318,a0658582,a0250808,a0840605,a0010889,a1a2c589
a100850f,a0654480,a020839b,a081c587,a049448c,a0a7828f,a023c227,a0a5c301,a0410299,a0a98609,a043c606,a0e08205
a443c281,a1ef829d,a1420116,a0e3420a,a1e10114,a0600306,a04903a3,a220c118,a0830088,a02201a5,a1244101,a0808c81
a343c582,a029cd10,a263429a,a0010580,a400219e,a2660800,a3604582,a341400c,a0650010,a2a68484,a3828101,a2e64102
