RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a104c380,a0c08205,a104cd09,a040c385,a2050618,a1a44718,a1c2069d,a243480a,a062c103,a3890011,a2c18392,a2c5c418
a1214a02,a1e74d87,a0e30282,a0424d10,a041c600,a203498f,a205820c,a0e24a0a,a2008598,a228471e,a1c4c987,a2e0090f
a182878a,a3458100,a1454d91,a2864895,a3e24d86,a1e49518,a2600a91,a161c806,a1640609,a1e40a20,a2628f12,a0628d10
a001c886,a0034006,a221848a,a2c18004,a0e8058d,a2a10a00,a2e38505,a1628c11,a1e14a92,a3674199,a2218c8c,a28186a7
a120cba0,a2014180,a2424307,a1200703,a188c911,a2434d9c,a1810100,a061cd80,a1a14293,a1880c8d,a0e1418d,a1c1cd21
a2e20419,a0408003,a1a6c70a,a0c34480,a282c591,a3814408,a3040798,a041879b,a3c24020,a1a90e92,a360c893,a283ca1c
a4a68818,a2c08120,a0438604,a0a54905,a2a3841e,a2a6cfa0,a3048904,a2c25019,a243480f,a1a34b8f,a225871c,a423cc90
a084c911,a3020200,a3800d9a,a3234704,a1468aa1,a0458890,a2450818,a1a2cc07,a0a58998,a1e3c716,a244c704,a2220ca0
a2c30182,a0420716,a0600197,a0425084,a1614689,a0c4000e,a0a44704,a0a6850f,a1018280,a360c813,a20208a8,a2a50d1e
a2e14c04,a0c50609,a144c907,a2040815,a2e18802,a0430818,a3a84195,a100888c,a0410683,a445ca95,a0e68f10,a2878d19
a0e1c912,a2258d0e,a2e2c112,a1660808,a2244710,a204030c,a0a68918,a04484a0,a1644305,a3230887,a1c1848a,a2040890
a0408394,a140810c,a1014502,a0418486,a104080a,a1454b9a,a0430408,a0c08c0d,a528ca12,a304c999,a384cb8c,a2040d94
a003c78a,a0400503,a0808387,a1220204,a2824121,a1214009,a3228b06,a0610211,a0e0c902,a0610002,a362860f,a2054896
a342ca99,a2640b09,a1a64c0e,a2e1831b,a3464916,a1e20117,a205caa0,a286c293,a1e74013,a16205a8,a224040f,a325c413
a3860005,a0018204,a1a08102,a122821a,a106cc8b,a344cb9b,a2418598,a0848f15,a0414397,a2060192,a0628895,a4244d0e
a1a70102,a1018e82,a046c898,a045078e,a1224808,a244c11c,a2068b14,a2a28790,a32384b4,a248061e,a3235584,a2c80592
a367888b,a0028f80,a2838410,a0c54b80,a040c7af,a0e204a8,a0a24704,a2460c16,a042c515,a225c299,a307070f,a2044313
a2a0c49a,a1614000,a1c3c88e,a0800284,a2c40592,a086c408,a1c31004,a1630515,a301c38c,a2a10113,a2090204,a085c515
a0428800,a0048a0b,a1e18ca2,a261c102,a0454116,a3438820,a124c21b,a142490c,a0870b11,a0418b0f,a3674890,a344c31f
a2c34000,a0a4028e,a209c80a,a1200192,a1a14e0b,a1244383,a2e68300,a0a4028d,a101cd10,a386020d,a1a30512,a044078a
a1410606,a288c490,a306498e,a4e44393,a207068b,a1660e97,a2644b1d,a343c80d,a2a50e1f,a32a4b1a,a2cbc996,a3e4109d
a2010288,a208820f,a2614812,a1054582,a2a6d017,a1c40219,a0e25026,a2e08988,a126430e,a467c39d,a0c30c21,a0e78ba3
a1868107,a0e38680,a1058684,a0008a99,a0849219,a30445a8,a2e54c13,a0a5c010,a262010f,a0444d1c,a282040b,a3834a24
a1630293,a2468e89,a3030b8a,a0430a90,a3260619,a1688e17,a2048a04,a0808499,a0c60917,a1c64211,a0868718,a521ca92
a0c20b95,a243ca80,a180c382,a0000293,a1e44983,a1a80d9b,a2808200,a0808116,a182038e,a0c70c19,a285888d,a2c74b19
a204c118,a0810380,a106c309,a0434294,a3019416,a006c814,a204c61a,a266049a,a242c611,a2c40b11,a2868a02,a2280588
a1c0c48c,a0414a02,a0eb1297,a083810d,a2460723,a1850012,a1224597,a2a00007,a1024117,a2074d8b,a4478c20,a2c60ca4
a0c48984,a160079f,a4214204,a1200b9a,a3060504,a040881a,a2a40a20,a0e5091a,a304c711,a1058f10,a1e40490,a2e48f0c
a125448b,a1814488,a2a20798,a2814131,a2429291,a141cc05,a2a2518a,a100c690,a486cb92,a0a60c8b,a2874d1e,a3298c97
a2654580,a1620802,a1444500,a0a60415,a2648d19,a2674893,a1a68e0b,a4268d22,a0e609a3,a1888916,a1830d07,a3a706a6
a1c18c07,a0844495,a6058990,a386811e,a0058918,a0068e9d,a100018a,a1281090,a2014b95,a2c40628,a0c64284,a3434c09
a1e44b90,a2010715,a0e00703,a4640c9e,a126018b,a325050d,a1454589,a304858f,a0c70319,a3244822,a0e4ce82,a1a70b0b
a1450288,a0a00100,a204ca0d,a2810929,a4648c1e,a3024802,a2269028,a1074906,a183c79a,a4258402,a2c0079f,a3480c9e
a1030100,a001c284,a064cc80,a081880e,a3014380,a002431f,a360c108,a3244b91,a0e08325,a2c60285,a101c896,a144ca02
a1434392,a1800285,a2c1c002,a0008692,a2a70daa,a346cd99,a225c215,a1429682,a0600105,a1434b90,a0644698,a3851018
a2060588,a1634783,a004490d,a0614291,a3250e16,a0c1c002,a061828d,a0414992,a180900b,a523c315,a061c382,a181caa2
a2210286,a1610186,a1230191,a2808395,a2c4c993,a2668f1f,a2864804,a0e14f18,a302c687,a0a10d8c,a0e35213,a2e10d04
a2cdc722,a1000802,a3464d19,a0e38a12,a3630112,a2454009,a1444c0f,a1038300,a3a088a1,a1040912,a306090e,a1648c15
a385499e,a16486a0,a3455082,a005c105,a0a0881c,a2244b99,a2a44208,a0a28814,a3048c90,a1e18a13,a1a98815,a3450f22
a0400b00,a0688795,a3e80c89,a2075085,a2860513,a4258594,a4c58892,a1024385,a2c58699,a1068b00,a006cb18,a2058a12
a281d58b,a2c34708,a2c80a8b,a2030a00,a1e48b0e,a386820a,a4058b10,a1a20705,a1418705,a1e4c885,a1450c0e,a1818407
a326051a,a0028b92,a2450c11,a281c38a,a2615119,a0a40492,a1c6c98b,a0848a0a,a0e24582,a0650d8c,a140c112,a6a2cc92
a2808a83,a2e9810c,a0e00007,a1e54183,a1c14415,a2024987,a0810884,a120cf00,a1c4ca90,a362ca19,a3034706,a2248800
a242050f,a002c280,a0634416,a2850d0c,a2e74e0e,a2048b90,a0818c04,a143c911,a201480a,a0454b8f,a3680e0d,a3e4c69b
a0008110,a043c402,a161ca83,a000840b,a286c710,a1c4cc09,a301841c,a325830a,a0418b0d,a2050992,a24b0811,a2a48695
a0018483,a2200100,a0810f98,a2c30899,a3668703,a0414905,a1e14c99,a2214909,a0408111,a1808894,a043c41b,a4a44aa9
a2858b13,a003800c,a0060d82,a0044188,a364c81a,a2c35195,a209ca92,a3061121,a06184a0,a003c894,a28349a5,a4068f92
a0a6400c,a400800b,a1c28595,a2c14203,a3638c82,a1451002,a4084593,a0464b9a,a0024319,a043089a,a3050309,a0e5459b
a0418385,a122c182,a0400585,a1400106,a2648016,a0c00485,a1640d19,a1c38502,a3064211,a0c3521a,a1474b8b,a1074d96
a140800a,a2c44685,a0e60d8d,a1264287,a1421597,a000c312,a0c08a0c,a0a24492,a3618807,a201cb88,a2a60809,a1438a06
a084c382,a1a68482,a082861a,a1664d88,a0440b8c,a0a6050d,a2c6cb8f,a0c3860d,a0048b10,a2a4d00c,a249c613,a1e38d8a
a045c50b,a3460288,a2044006,a262000c,a386ca18,a0c68223,a2078893,a105cc10,a2294617,a3064f0f,a4c84987,a2c4ce28
a3034983,a040849b,a0c34c00,a2230313,a1030b99,a1490f18,a2030b16,a381cc1f,a1860917,a2a3cb82,a3260c0d,a0e68613
a1038a04,a283088a,a1240aa9,a5058891,a2224596,a1054106,a2838d12,a3284219,a74c501b,a104069a,a2a48189,a2230f18
a1244385,a2a94908,a0e10396,a3050102,a3648d94,a164c682,a3060603,a220070f,a200060b,a125491b,a284ca92,a2a7ce1d
a361440f,a0430288,a2600105,a1a00a03,a4858782,a1a64b8f,a1e4c318,a322800e,a185c994,a348d618,a2e2c222,a3c6109b
a1a18382,a0414b83,a0008289,a0868991,a281c892,a385c008,a2654002,a1228135,a2a10107,a0400b97,a365cc1c,a2058ca4
a1248286,a043cd90,a3854a8b,a3050e00,a3e5501b,a1038b0c,a2420386,a0a4c706,a0a1800e,a0a74f06,a3610c13,a3a90793
a1c7cc12,a0634102,a1439106,a001c39a,a2c40215,a201450a,a124cda2,a2c40a94,a1e20395,a2448283,a144418d,a3234a18
a2008019,a1480992,a4640c98,a266d499,a3034736,a3628784,a2230883,a3220210,a329820a,a1638c19,a184481a,a226921d
a0044203,a0010e11,a0810283,a0008005,a2038c92,a1e64117,a3240388,a042818e,a044ce09,a1c24797,a304410e,a2aa0e18
a0048313,a0c11116,a2c44516,a044428d,a2468b8d,a1450d12,a1a60b84,a1a24213,a0054987,a1e4928a,a227c211,a3660a1a
a2200287,a3a3d010,a201c51d,a12001a8,a105cf80,a0808315,a2268310,a2260110,a2460208,a2040a0c,a0a2820b,a426c811
a004818c,a0458e8f,a0e70102,a3608d95,a1a4889a,a3450816,a065d111,a3030586,a304011a,a1e2c20c,a2248c11,a1660a14
a002cb10,a0008900,a2a28919,a2240105,a1a40c0e,a0016012,a0c20b00,a0654485,a300c516,a2860d8d,a180871b,a303061a
a342c20c,a1c0c307,a206c406,a2000608,a3248b18,a1408998,a241c528,a3c1c111,a1c3c106,a1830107,a0c28010,a2044507
a203080f,a1a34102,a3010400,a3208283,a0840c18,a0018195,a2a4098a,a583cd10,a0039092,a2210893,a3069085,a42649a3
a323880d,a1c5c002,a1644888,a0000000,a1438593,a3064910,a2e6420d,a003880b,a2454295,a4c4cb20,a2044519,a0800915
a182030b,a1224f84,a122ca1e,a3e8919b,a0c4ca16,a2268c9e,a4015498,a4648d1c,a104c896,a2050686,a2420683,a2c3c595
a06a0299,a0c3c826,a242c30b,a045000f,a3870b9b,a244c508,a1008789,a101c003,a2840904,a0e58c88,a1068998,a347cb8a
a0608794,a2e24404,a3080f11,a2610685,a1c38ca0,a2660722,a2684993,a302c792,a309021b,a1464c05,a2e94400,a2c14591
a2074015,a163898e,a086c306,a1a44702,a2e5428f,a206840a,a2254317,a1451011,a3e0cb0c,a1a3c703,a2824390,a2438417
a2019195,a1e18812,a3680517,a3418911,a2260899,a2044919,a2408593,a0850704,a3a84299,a0e24407,a266501a,a386c78a
a2248418,a2835094,a2048000,a1820516,a3e48810,a2800e21,a2014319,a0610a0d,a0a40898,a2464c95,a3044c16,a241c6b1
a000c10c,a0a08788,a0800b80,a181851c,a1858699,a0000382,a3038b0c,a1a1c213,a141c98e,a1228a0e,a2448299,a3458927
a1408387,a260849c,a0c3c815,a1640998,a5848e83,a2030582,a0e00213,a004c280,a3210908,a0060e16,a2e0c41a,a324898b
a0a38c07,a1e00c02,a26182a9,a0640ca1,a0c603a3,a0840a8d,a140c107,a325c697,a1aa0b8a,a1a18b9b,a2428c90,a1670a22
a1a6c182,a0834104,a0459005,a1628518,a2450499,a1e34587,a2840d20,a0608c90,a1858606,a064081b,a2c6889b,a4270899
a0c3c90a,a0800386,a1044482,a2010285,a242c122,a121018d,a3020d0f,a0814112,a0e20683,a0414002,a3210688,a264c298
a0674a1b,a001859a,a3660e82,a3034a03,a0a5880f,a2c4c902,a2259198,a1058d91,a241001c,a3850c98,a2080e95,a263cd13
a1248286,a043cd90,a3854a8b,a3050e00,a3e5501b,a1038b0c,a2420386,a0a4c706,a0a1800e,a0a74f06,a3610c13,a3a90793
a000868e,a0e08200,a0420818,a1c2010f,a3434991,a347040b,a0040113,a205c817,a1c40586,a0a0c80c,a201498a,a2460f20
a0c40904,a2c4c306,a1e58485,a4008305,a083471a,a106cc19,a046061c,a22a0d96,a0824405,a1e4860c,a0600688,a241440a
a2450618,a222cd0e,a2464c10,a2e60200,a2e45018,a1c4c296,a1e68988,a0838b08,a28c4a18,a0a24991,a200820b,a5851396
a3c45506,a280c582,a2678910,a0800102,a409ca1c,a0a60c00,a2254596,a4428819,a084c480,a2838c90,a0a6028a,a3458b8b
a262060c,a0048502,a363851a,a3e30508,a265499a,a3e207a0,a1214205,a1418307,a341488b,a3444982,a2e50a11,a461c685
a3621193,a2a48c80,a3e5c607,a1430391,a2e5ce12,a2628014,a4c4c610,a004828b,a3248aa2,a086849a,a4024fa6,a16a848f
a1800b82,a0c18aa3,a2c5410b,a1a48794,a1234d98,a4664b1c,a3420419,a1800a0d,a1c1c589,a006109c,a4858c17,a0654d15
a1054505,a0400120,a2a08682,a2824c82,a2244a06,a244868c,a1818c0b,a223441f,a0a44608,a3018918,a2a80602,a3214b1a
a0858203,a0e71102,a2820998,a065d00a,a2665080,a1208b15,a0e3cd9b,a0c1ca11,a283049d,a1e70d98,a1064b12,a2a34682
a1814287,a0824504,a0420004,a224858a,a1465096,a0e7d019,a0a44807,a0e2c884,a245480d,a1a2d189,a3050c0a,a3848228
a0408d03,a1c00304,a0c3c180,a1200d04,a2849106,a241810a,a2838b04,a2058588,a1c14c94,a3038800,a2c30484,a2851019
a2c44309,a0010517,a2a4cd96,a1848a09,a2280915,a262038c,a2634c86,a2a2c603,a062c513,a0a5cb12,a2a40a97,a166d299
a3808280,a0c2040e,a0410013,a0814202,a0470b97,a0c48803,a2224800,a162c019,a1614306,a080030a,a0034584,a34446a1
a0e0818d,a085850a,a2a54e1b,a405571e,a0c4cc84,a2e40c13,a2060815,a221488c,a3461104,a1c28a1b,a3a44a0f,a4258700
a0040100,a0400780,a0014983,a0418100,a145090c,a1240d82,a1a4088d,a0640d1d,a340c51e,a3260619,a2894e87,a2660814
a0430308,a0000518,a3068400,a2e20b95,a064c91f,a0a247a8,a2490f94,a226d016,a2034206,a123c40f,a3481114,a2a60722
a2648886,a3060804,a203c78c,a2a2cd96,a2060418,a2c74a90,a20341a2,a0c4cb10,a3e64d9e,a204100d,a1c7c821,a34809a2
a120c11e,a162cb83,a0e3c509,a1e4850d,a1e8041b,a041861a,a2618e18,a1218508,a366811d,a0048e0d,a1440494,a388498b
a0400400,a087090b,a2200699,a2664923,a48890a9,a2a40a07,a1c48a94,a2464d1c,a4268817,a208038d,a4670a14,a385d119
a3e50709,a3e74882,a1878580,a0c6089a,a1070210,a1e0c40c,a065031b,a3a2091a,a0660108,a2a84b9d,a1000697,a3840aa1
a061c202,a0c08a14,a040c387,a1e5c908,a304101a,a504ca1a,a3034204,a0400605,a2200a94,a0008009,a0c2460a,a3e30390
a1c44a85,a2448699,a0054006,a2600c0c,a2830484,a0c18a11,a365c491,a0040183,a1268d89,a2070389,a081c889,a263461f
a2448419,a040878a,a3210398,a1814102,a362c494,a4444798,a2640882,a168cc15,a1c44405,a0a1810e,a3468812,a2c7cf0c
a200c202,a0400296,a0c4492d,a1c2cb0c,a125c690,a1c4c38a,a3038a06,a1200491,a0400b1b,a2a98890,a040910f,a1228a18
a0634c93,a3859006,a247c70b,a120c105,a242cc14,a1039390,a16748aa,a2a44413,a2c18002,a0458204,a2c54f8f,a3600518
a2c7091d,a204400a,a280c917,a261c380,a225d094,a260841c,a1e6058c,a1c38b83,a320081d,a2854f24,a3284a11,a363cda4
a1c24012,a141450b,a1a4881a,a0010685,a1224d8d,a0c44610,a3e2c720,a1c0080b,a0020112,a3450a97,a3018321,a5228811
a000c493,a0648494,a180c108,a2048493,a1678389,a043c400,a0600290,a2c24f02,a2660209,a2438213,a4440282,a103431b
a1840a99,a0440314,a167000e,a1c58c12,a2229193,a2630c15,a3888890,a0040304,a3a40d12,a081140e,a0850f08,a32146a0
a3c4c591,a1009099,a3040a93,a2041218,a3a6099d,a321cd14,a2a1c48c,a2c44912,a261c805,a22ac920,a0640595,a4a7d62c
a304828a,a144028c,a160038f,a2618511,a2268591,a0c5c588,a341c206,a200830b,a1618a09,a040c4a1,a2010783,a1278010
a0448100,a3a2040c,a047040f,a2e48391,a2c60c19,a1a58180,a2a20c8d,a265cd19,a3e2c109,a1060d10,a2e5491a,a4040d96
a0808300,a1200604,a3034b08,a0064387,a503859e,a1678393,a3808816,a3458713,a344c218,a0c40b14,a084091b,a0e48885
a080820b,a220050b,a328c907,a1a44684,a1260782,a261099a,a2455108,a0408008,a160c113,a2268ea3,a1450704,a1a18b0e
a041c68a,a0424213,a3650186,a1c80206,a0a2cc19,a2640804,a405cb1e,a1a44019,a142c382,a3a2d419,a24a078d,a265d3a0
a1200582,a0458007,a261490b,a1a40d86,a2664ea5,a1c44499,a487cc13,a1c7ca11,a0044916,a381c783,a1e2451b,a3014a20
a0e48408,a1224803,a0c1480f,a5260c0a,a1840b99,a38810a1,a141c390,a1a3430f,a0008624,a2448b1b,a3020293,a1048204
a041c428,a0a08202,a0440110,a422478b,a0800a95,a1650a10,a0438407,a0040989,a3628602,a0024384,a4238a09,a1e0c890
a1638582,a0000587,a2a54b87,a0a0801b,a426d01c,a1224f0b,a1a64c0c,a2e9d19a,a1e2ce23,a1030b09,a3200f86,a4a78d1b
a125cb94,a4800028,a3290102,a1440680,a0e14107,a1e14006,a2250b90,a2e7c413,a200c80a,a303cf09,a1e7c297,a3a50895
a4644899,a145451f,a3a64382,a0848386,a383441e,a2834c15,a204048c,a2018989,a2e4c993,a0c3088c,a240c49c,a2e4cc93
a0800005,a2210105,a0e50b8a,a0e40802,a226870a,a3a20193,a2c30712,a3024106,a3458612,a102080e,a30348a3,a3264c9a
a241c019,a144c787,a1e2c00d,a3230e8f,a44a0aab,a5848002,a0e6420e,a0c38208,a0840884,a265100a,a2e68e0a,a0a78b97
a3014617,a304c487,a2e19410,a0a54d1d,a3874c99,a3a2cb94,a3e80805,a685d08a,a264c490,a2850580,a224ce15,a3460e98
a304c916,a2840b8e,a2274c8e,a2e60102,a2c34f99,a1c58512,a1a7c906,a1844c07,a20c4a16,a0444c14,a2420205,a544940a
a203810a,a0644782,a0048282,a0e1c311,a1e34984,a184018f,a1c6420e,a2a5410a,a0464c08,a2c50487,a2208205,a2658c17
a385070b,a0aa0415,a1244a88,a0e34208,a528cd1a,a124d01b,a3a00810,a308cf9d,a261078b,a1268992,a3814c28,a4265218
a2434810,a1208c0f,a1469725,a1008702,a0e14112,a203c420,a3040f8e,a3864218,a1a38ea0,a2064c1e,a404029b,a389cba4
a365489c,a124059f,a3859103,a085058d,a0c1c322,a2424c19,a284c109,a0a2488a,a3050d0e,a080c88d,a1894891,a044cea0
a2800917,a0488406,a2a48812,a0c40e89,a045c188,a040c592,a104c995,a0640311,a2888291,a046cb9d,a0a80882,a3664b95
a0a14600,a0014202,a2624009,a2620119,a2654415,a0a5828d,a0c0800b,a0008c85,a0e0c01d,a2e5110b,a240839f,a460ca95
a0050010,a1a9498b,a0a5419c,a047c700,a3684d99,a0c20c05,a20186ad,a0418680,a1000607,a5218d9c,a003400d,a2e7499f
a1008207,a0c0878b,a200cb11,a0608f03,a0e4859c,a2208100,a002d28e,a0464185,a2a1d20d,a0c4070e,a2254516,a1e70917
a0e10102,a2c1d086,a0040292,a2e3cd18,a164c804,a0a1c80f,a1484005,a1210182,a0618e0a,a2830408,a3e1ca9b,a3e2438d
a3e20206,a040c110,a0438100,a0c00109,a2c49098,a0a34888,a2410c99,a2c0c003,a1428482,a2020e1a,a0c6c412,a1e78715
a1008000,a1c14999,a1024110,a000850e,a1a50d82,a446851c,a261820e,a0e00b92,a224cc19,a202890e,a224480c,a0448993
a101c596,a1200e85,a2c20384,a1608987,a1054e9a,a3668a18,a082c400,a042858b,a082411c,a2058a0e,a1470683,a182cf86
a1c08412,a3024706,a0c00892,a2208a1c,a2880d90,a2034310,a2460391,a2010304,a200c404,a0c28494,a0c2d395,a3218490
a1c60002,a001c815,a2464115,a2050b93,a3461293,a2a54d96,a368030d,a0638388,a3a44c95,a0a61419,a201d180,a36205a0
a2841004,a0000012,a140888b,a0624282,a263c90d,a0e5051b,a0c70806,a3040487,a3008b97,a226cca1,a360c704,a3240b12
a123cb89,a4218b8e,a2e5469f,a143cf84,a2048d04,a1c5ce9d,a142898b,a2a80710,a1064683,a3078792,a3e2411b,a2a84c12
a3c68b1f,a0009202,a0464886,a0c1c10f,a1e40811,a2a00893,a0a1c413,a0e4c008,a0c74709,a1258818,a244030c,a1668d13
a345438d,a0410815,a0664a07,a0a44680,a384c606,a0a3c820,a3808286,a3254990,a0a14007,a12a8202,a2e1428a,a32006a4
a0060016,a0430380,a302c50e,a2a08d9b,a2a65119,a285839a,a3240121,a3248205,a0c1c612,a1a34c92,a2685097,a1c60706
a0020213,a0000100,a1630808,a0028008,a261c291,a2c74d12,a1c34792,a0444d89,a1a3c718,a0a60f0e,a040010d,a0a30809
a0460784,a0c60c1c,a2224985,a1c39497,a4854916,a1e6480d,a2054214,a0438906,a2008491,a302d018,a3e1cc11,a2610992
a2858407,a0428983,a2874b8e,a1640614,a0810487,a0c59292,a2010502,a1849393,a1871082,a2e5500e,a0a28d98,a3474c98
a262060c,a0048502,a363851a,a3e30508,a265499a,a3e207a0,a1214205,a1418307,a341488b,a3444982,a2e50a11,a461c685
a000c009,a181448e,a2010184,a3408c12,a0468b96,a1240989,a444c812,a0a18593,a161c014,a0e00a0b,a2e4890b,a0a48b07
a0a88282,a1488510,a1409496,a3450305,a4e1c694,a1608118,a2000882,a0c48004,a1860294,a2860018,a1c5c795,a3234598
a0e4c788,a221c911,a361860a,a1c4021e,a2e64593,a3880c28,a1240390,a1064882,a0a14415,a0c18a85,a0c5049f,a2e6880c
a0420787,a0800202,a0a10505,a0e00192,a2054b97,a222079a,a1008993,a0e1ca82,a3a1c102,a286c818,a381088b,a1e14e98
a1200783,a341c017,a0414606,a0a1440c,a3214e9a,a2c44219,a265050e,a324929a,a045078f,a1600999,a380c885,a2060a1f
a043c202,a2450f91,a0e74812,a3e40f9e,a162c11d,a141c697,a0669190,a301c58f,a2c58d97,a3474710,a0644816,a2658489
a002450e,a3478389,a0e5899e,a1238192,a224ca99,a0c0880a,a3618f12,a0c3430b,a3230108,a3424b19,a464078b,a1440d13
a0c00282,a0444b10,a0054182,a0e14612,a0e10405,a1634897,a0060114,a2838013,a126478f,a2238882,a281818a,a3060c18
a0050218,a304810c,a001c49c,a204059a,a465438c,a2a40710,a2648c15,a324098e,a36a4005,a0e00892,a320cdaa,a581079d
a240899f,a1214811,a241040f,a1c3c010,a2a64120,a040828e,a2058982,a2c60e08,a345870f,a1865420,a2070e8d,a387c3aa
a0048609,a2a08005,a2260794,a3a40225,a2648308,a221cca9,a0a34317,a0048010,a0454c15,a3040809,a0008310,a2455216
a343849e,a2c4c493,a280cb93,a4c64c02,a28605a1,a38e8616,a0a0018f,a0468ba0,a3058a18,a4244995,a2a60810,a385922a
a221d208,a1a1ca80,a3e68605,a1410111,a1c58811,a0e20282,a4e44697,a1674113,a384c922,a1218110,a3a30d26,a3e9491b
a205458a,a100c700,a0a6028a,a3608000,a1848222,a083ca18,a2200116,a0010c06,a262cc00,a246c991,a0614c09,a265509c
a0ca4c0d,a043800c,a3090c28,a1444488,a0e45197,a2284d9a,a2234e8a,a008ca90,a0a28a8e,a1e58580,a2c64c10,a203c8a9
a2c2c30d,a3458e1f,a4888716,a1268183,a0a48887,a0c28704,a0830105,a2648c08,a1a08190,a2648e93,a3a70a9d,a2018a15
a0c20c16,a127481a,a0a34922,a226c107,a0e44b93,a2844784,a203038a,a2844a12,a1650010,a0c38b83,a2644a14,a3408118
a001058c,a0020187,a2c4460b,a3a0c106,a0e8c38a,a222d006,a201c80b,a2e38a07,a1628a96,a3068996,a180890e,a2628728
a38c4915,a247c98b,a186c287,a3218a0f,a4234996,a3240884,a2030784,a1c4880f,a0008a87,a1a6428a,a220080b,a182088e
a144c31c,a3418989,a1c6c380,a204020c,a2c1c58a,a205098f,a2e61219,a3a8459b,a1844b0a,a2c5489d,a3660da4,a364cb98
a0474980,a1a54680,a0050385,a000c415,a3644211,a0408389,a2a14300,a1a2c906,a0a20c04,a3644418,a0e14190,a3644915
a082400c,a2240c88,a2a14302,a1020198,a3e74c22,a283400b,a2640c85,a1a7c28c,a1e48598,a0a34d92,a0c50414,a206cb12
a202cc89,a006c180,a0e50c17,a1008108,a342889c,a42a4aa2,a2a70703,a224ce9b,a0a2c31a,a1c3860a,a1264811,a4618610
a1808485,a0a18b80,a2040f08,a2e3c385,a326481d,a2a74887,a222858f,a221c387,a4a24c8b,a0e14507,a36645a8,a341c810
a220018e,a1e28c8e,a044ce80,a2600e18,a2454999,a525481a,a146d017,a1260c10,a1a3c68f,a126428c,a1010888,a3020519
a2a4c482,a0e34b04,a287c00c,a2808c85,a3c68993,a3c6850a,a1034898,a2400800,a163092b,a403c99e,a226851f,a1e48592
a145c80c,a0400883,a1000a04,a0800ca0,a206891b,a2e40310,a2238104,a061c78b,a3a1c908,a004cf9c,a2034b15,a0438d8b
a0064504,a062420a,a2c6030b,a2644393,a1040780,a1434282,a3410b84,a084061f,a1630d11,a1e00d05,a1618583,a2010c06
a042cb91,a2a4ce19,a1844110,a2240c12,a047cc9b,a3e5480a,a0460983,a1c5c30b,a3014586,a2008c8c,a3038494,a2618290
a3048c20,a2c1c290,a2e50005,a0634180,a528c187,a0a00825,a1a2c487,a1a0800c,a0444010,a1c0d198,a344c429,a188cfa1
a0a18210,a3200600,a043040a,a0460292,a040151a,a282c696,a0c00106,a040858e,a2434192,a1e34c0c,a1a54308,a1478e9b
a0460291,a0e00580,a3430c1a,a401021c,a2684909,a0e30813,a1a28286,a0615017,a4c5c795,a301c698,a4244c25,a5068825
a3c58998,a0010d0a,a0c38111,a0a40e25,a1860a9c,a3e40499,a204029c,a2058489,a10549ae,a44c052b,a4034120,a201d012
a3840497,a2218b85,a3464380,a0c54a04,a1c5cc10,a466501c,a384c61a,a2a08418,a0048105,a084848d,a003058f,a3040113
a0474421,a0424987,a0414897,a205cd1a,a506490b,a1c44718,a3e40389,a3008387,a0a65b9d,a146c112,a1464311,a363c422
a1c38205,a2208c12,a2440387,a122c007,a3240d02,a285890e,a427040b,a1050b95,a123818d,a140c28c,a3244c8d,a0a20c16
a140800d,a1410597,a0a1460b,a2c4c28a,a2e7098c,a2e38598,a0e34f00,a0a0c011,a0e38690,a0008e08,a3e18e90,a1040a00
a323c489,a3238802,a0408300,a0630011,a307890d,a3274684,a0458511,a2a00017,a0e08790,a0a2c308,a1a1c895,a364478c
a0000ba2,a1200907,a0038417,a0820811,a3c7050a,a301c704,a2870c11,a2828010,a1a18486,a084850c,a102c298,a2c6ca8f
a040c882,a0e9081a,a3818f85,a1c79028,a3054b98,a206431c,a0e10389,a1064521,a2a40a1e,a1c1c90e,a0c44412,a1a34d92
a128c583,a048c392,a1821488,a365c202,a4c3488d,a4018104,a042898e,a0454005,a160c114,a0e5c219,a105c998,a342089c
a507c400,a2418280,a52205a0,a1c54c9a,a085c293,a3444f23,a1244594,a2860e21,a0430914,a264481a,a1c8cc91,a4a5ce20
a0048206,a2600819,a0e19309,a1cb8793,a2254e98,a420cb93,a2074c8b,a0c1800d,a5894c1d,a1a40c93,a0a44110,a3a4c107
a0414008,a240c407,a1a08c15,a0e0c380,a2664591,a1e6c60c,a106848f,a0844004,a227ca10,a2e0c285,a1660a11,a2a58d8d
a041c000,a001c205,a3018380,a2644d07,a2628712,a1e34002,a1a0028a,a20348a0,a0468503,a0c10207,a140c21d,a1800c8b
a1800c10,a0010104,a3424d19,a0438333,a0460814,a124d091,a060888b,a1614505,a2a34391,a2010909,a0c2c917,a281888e
a0c0000c,a043c202,a0044005,a0410003,a0c58c98,a14141a2,a3a18585,a061c507,a1010913,a0e34a8c,a2660b89,a460c690
a0000380,a2448790,a0e44911,a3850891,a428488e,a3c84d91,a108868e,a2a4451d,a242cf8d,a2c60d10,a1444f1c,a2c5838c
a1654703,a0434d99,a2408302,a3414402,a3220e0a,a242061a,a2808904,a3c84818,a225830d,a2658521,a3a10415,a226128c
