TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11
a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a
a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab
a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c
a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad
aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e
aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af
aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730
aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1
aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832
aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3
aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934
aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5
ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36
ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7
ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38
ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9
ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a
abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb
abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c
abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd
ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e
ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf
ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40
ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1
ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042
acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3
acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144
acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5
ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246
ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7
ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348
ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9
ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a
adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb
addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c
adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd
ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e
ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf
ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750
ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1
ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852
aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3
aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954
aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5
af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56
af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7
af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58
af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9
af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a
afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb
afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c
afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd
a0008206,a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e
a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf
a0410308,a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60
a0614389,a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1
a081840a,a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062
a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3
a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164
a0e2458d,a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5
a102860e,a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266
a122c68f,a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7
a1430710,a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368
a1634791,a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9
a1838812,a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a
a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb
a1c40914,a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c
a1e44995,a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed
a2048a16,a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e
a224ca97,a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef
a2450b18,a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770
a2654b99,a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1
a2858c1a,a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872
a2a5cc9b,a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3
a2c60d1c,a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974
a2e64d9d,a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5
a3068e1e,a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76
a326ce9f,a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7
a3470f20,a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78
a3674fa1,a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9
a3879022,a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a
a3a7d0a3,a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb
a3c81124,a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c
a3e851a5,a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd
a4089226,a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e
a428d2a7,a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff
a4491328,a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00
a46953a9,a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81
a489942a,a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002
a4a9d4ab,a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083
a4ca152c,a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104
a4ea55ad,a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185
a50a962e,a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206
a52ad6af,a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287
a54b1730,a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308
a56b57b1,a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389
a58b9832,a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a
a5abd8b3,a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b
a5cc1934,a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c
a5ec59b5,a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d
a60c9a36,a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e
a62cdab7,a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f
a64d1b38,a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710
a66d5bb9,a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791
a68d9c3a,a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812
a6addcbb,a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893
a6ce1d3c,a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914
a6ee5dbd,a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995
a70e9e3e,a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16
a72edebf,a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97
a74f1f40,a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18
a76f5fc1,a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99
a78fa042,a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a
a7afe0c3,a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b
a7d02144,a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c
a7f061c5,a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d
a810a246,a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e
a830e2c7,a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f
a8512348,a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20
a87163c9,a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1
a891a44a,a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022
a8b1e4cb,a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3
a8d2254c,a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124
a8f265cd,a9f469d5,aaf66ddd,abf871e5,acfa75ed,adfc79f5,aefe7dfd,afe04185,a0e2458d,a1e44995,a2e64d9d,a3e851a5
a912a64e,aa14aa56,ab16ae5e,ac18b266,ad1ab66e,ae1cba76,af1ebe7e,a0008206,a102860e,a2048a16,a3068e1e,a4089226
a932e6cf,aa34ead7,ab36eedf,ac38f2e7,ad3af6ef,ae3cfaf7,af3efeff,a020c287,a122c68f,a224ca97,a326ce9f,a428d2a7
a9532750,aa552b58,ab572f60,ac593368,ad5b3770,ae5d3b78,af5f3f00,a0410308,a1430710,a2450b18,a3470f20,a4491328
a97367d1,aa756bd9,ab776fe1,ac7973e9,ad7b77f1,ae7d7bf9,af7f7f81,a0614389,a1634791,a2654b99,a3674fa1,a46953a9
a993a852,aa95ac5a,ab97b062,ac99b46a,ad9bb872,ae9dbc7a,af9f8002,a081840a,a1838812,a2858c1a,a3879022,a489942a
a9b3e8d3,aab5ecdb,abb7f0e3,acb9f4eb,adbbf8f3,aebdfcfb,afbfc083,a0a1c48b,a1a3c893,a2a5cc9b,a3a7d0a3,a4a9d4ab
a9d42954,aad62d5c,abd83164,acda356c,addc3974,aede3d7c,afc00104,a0c2050c,a1c40914,a2c60d1c,a3c81124,a4ca152c
